,account.length,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,intl.charge,day.mins,day.calls,day.charge,eve.mins,eve.calls,eve.charge,night.mins,night.calls,night.charge,customer.calls,churn
276,83,no,0,no,9.8,5,2.65,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,3,0
277,148,no,0,yes,11.1,4,3.0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,0,0
278,144,yes,48,no,6.5,2,1.76,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,2,1
279,131,yes,25,no,10.9,6,2.94,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,2,0
280,146,no,0,yes,10.5,6,2.84,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,3,0
281,143,no,0,no,13.0,4,3.51,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,2,0
282,81,no,0,no,10.4,6,2.81,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,2,0
283,48,yes,37,no,12.2,1,3.29,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,1,0
284,86,yes,28,no,9.0,2,2.43,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,1,0
285,71,no,0,no,6.7,5,1.81,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,3,0
286,145,yes,24,no,15.6,3,4.21,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,2,0
287,137,no,0,no,8.8,5,2.38,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,2,0
288,137,no,0,no,14.5,4,3.92,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,2,0
289,167,no,0,no,14.1,5,3.81,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,0,0
290,89,no,0,no,5.3,3,1.43,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,1,1
291,199,yes,34,no,8.0,2,2.16,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,0,0
292,132,no,0,no,9.7,3,2.62,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,0,0
293,94,no,0,no,5.9,4,1.59,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,1,0
294,96,yes,37,no,10.3,5,2.78,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,5,1
295,96,yes,18,no,9.8,3,2.65,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,1,0
296,166,no,0,no,9.5,5,2.57,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,1,0
297,74,no,0,no,10.1,5,2.73,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,2,0
298,36,no,0,no,11.9,1,3.21,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,0,0
299,113,no,0,no,6.6,9,1.78,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,4,0
300,94,no,0,no,6.6,5,1.78,181.5,98,30.86,200.58032556270126,88,16.99,287.7,114,12.95,1,0
301,67,no,0,no,11.9,4,3.21,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,2,0
302,127,no,0,no,5.9,2,1.59,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,1,1
303,121,no,0,no,11.2,3,3.02,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,0,1
304,158,no,0,no,9.1,4,2.46,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,1,0
305,136,no,0,no,10.3,10,2.78,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,1,0
306,196,no,0,no,9.1,5,2.46,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,2,0
307,113,no,0,no,8.5,10,2.3,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,1,1
308,122,no,0,no,11.4,3,3.08,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,4,1
309,112,no,0,no,11.4,2,3.08,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,0,0
311,62,no,0,no,13.2,2,3.56,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,1,1
312,110,yes,38,no,9.7,6,2.62,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,1,0
313,16,no,0,no,10.9,3,2.94,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,0,0
314,73,no,0,no,9.8,4,2.65,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,0,0
317,103,yes,28,no,7.7,4,2.08,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,2,0
318,119,yes,29,no,7.6,3,2.05,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,3,0
319,173,yes,21,no,5.0,5,1.35,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,3,0
320,128,yes,32,yes,9.4,2,2.54,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,2,1
321,86,no,0,no,6.2,3,1.67,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,0,0
322,114,yes,32,no,12.9,3,3.48,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,1,0
323,104,no,0,no,10.0,3,2.7,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,0,0
324,148,no,0,no,11.3,4,3.05,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,1,0
325,129,no,0,no,13.4,5,3.62,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,3,0
326,100,yes,30,no,7.1,3,1.92,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,0,0
328,143,yes,33,no,9.5,4,2.57,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,1,0
329,76,no,0,no,12.5,3,3.38,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,0,0
331,116,no,0,no,7.9,2,2.13,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,3,0
332,54,no,0,no,9.5,2,2.57,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,1,1
333,86,no,0,no,12.2,5,3.29,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,7,1
334,108,no,0,no,9.3,4,2.51,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,0,0
335,66,no,0,no,7.5,4,2.03,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,1,0
337,99,no,0,no,10.6,2,2.86,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,0,0
338,55,no,0,no,7.0,7,1.89,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,2,0
339,77,no,0,no,7.6,3,2.05,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,2,0
340,78,no,0,no,14.6,2,3.94,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,0,0
341,89,no,0,no,9.1,1,2.46,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,1,1
343,44,yes,34,no,14.0,7,3.78,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,0,0
345,64,yes,37,no,13.3,3,3.59,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,1,0
346,141,no,0,no,7.2,8,1.94,260.2,131,44.23,200.58032556270126,120,15.23,135.0,119,6.08,3,0
347,81,yes,33,no,12.2,5,3.29,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,1,0
349,83,yes,41,no,13.1,5,3.54,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,3,0
350,100,no,0,no,12.8,3,3.46,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,4,1
351,59,no,0,no,11.3,8,3.05,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,4,0
352,179,yes,38,yes,10.1,4,2.73,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,4,0
353,79,no,0,no,5.3,3,1.43,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,1,0
354,117,no,0,no,14.7,9,3.97,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,2,0
355,64,no,0,yes,13.2,2,3.56,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,2,1
356,31,no,0,no,12.7,2,3.43,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,1,0
357,124,no,0,yes,11.3,4,3.05,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,1,0
358,122,yes,23,no,8.5,2,2.3,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,2,0
359,37,yes,39,yes,9.2,4,2.48,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,1,0
360,90,yes,29,no,5.8,4,1.57,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,1,0
361,159,no,0,yes,8.8,6,2.38,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,1,1
362,148,no,0,no,11.3,6,3.05,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,0,0
363,39,yes,36,no,12.0,5,3.24,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,1,0
364,77,no,0,no,11.3,3,3.05,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,2,0
365,194,no,0,no,10.9,2,2.94,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,0,0
366,154,no,0,no,10.1,9,2.73,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,1,1
367,112,no,0,no,9.1,3,2.46,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,4,0
369,132,no,0,no,7.6,5,2.05,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,1,0
370,128,no,0,no,16.0,2,4.32,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,0,0
371,135,no,0,no,10.3,6,2.78,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,1,0
372,56,no,0,no,10.6,6,2.86,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,2,0
373,151,no,0,yes,12.4,1,3.35,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,0,1
374,32,no,0,no,14.8,2,4.0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,2,0
375,90,no,0,no,9.2,6,2.48,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,2,0
376,87,yes,21,no,10.6,5,2.86,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,0,0
377,138,no,0,no,11.2,7,3.02,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,2,0
379,95,no,0,yes,11.5,2,3.11,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,1,1
380,127,no,0,no,6.8,4,1.84,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,2,0
381,137,no,0,no,14.7,2,3.97,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,3,0
382,97,no,0,no,14.7,4,3.97,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,1,0
383,149,no,0,yes,5.7,4,1.54,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,0,0
384,117,yes,22,yes,3.7,5,1.0,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,1,0
385,84,no,0,no,7.2,4,1.94,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,2,0
386,137,no,0,no,10.7,7,2.89,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,4,0
387,99,no,0,no,8.9,1,2.4,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,3,0
388,54,no,0,no,8.5,5,2.3,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,1,0
389,85,no,0,no,10.7,3,2.89,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,1,0
390,150,no,0,no,10.2,6,2.75,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,3,0
391,43,no,0,no,11.1,2,3.0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,1,0
392,35,no,0,no,8.7,3,2.35,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,0,0
393,98,no,0,no,12.4,5,3.35,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,5,0
394,112,no,0,no,9.4,3,2.54,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,2,0
395,16,no,0,no,10.8,2,2.92,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,0,1
397,84,no,0,no,7.8,4,2.11,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,0,0
398,94,no,0,no,2.0,2,0.54,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,1,1
399,84,no,0,no,8.5,4,2.3,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,1,0
400,66,no,0,no,10.6,5,2.86,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,1,1
401,98,yes,31,no,12.0,1,3.24,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,1,0
402,74,no,0,no,10.6,3,2.86,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,0,0
403,96,yes,26,no,9.9,2,2.67,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,1,0
404,119,no,0,no,11.2,6,3.02,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,1,0
405,73,no,0,no,7.5,3,2.03,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,4,0
406,92,no,0,yes,9.3,5,2.51,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,0,0
407,21,no,0,no,6.8,7,1.84,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,0,0
408,122,no,0,no,8.5,5,2.3,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,4,1
409,133,no,0,yes,10.3,3,2.78,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,1,0
410,145,no,0,no,4.8,4,1.3,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,2,0
411,25,no,0,no,8.4,5,2.27,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,2,0
412,64,no,0,no,10.4,6,2.81,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,2,0
413,85,no,0,no,5.4,1,1.46,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,0,0
414,126,no,0,no,7.0,5,1.89,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,3,0
415,76,no,0,no,10.0,3,2.7,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,0,0
416,113,no,0,no,8.7,3,2.35,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,2,1
417,224,no,0,yes,5.0,2,1.35,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,1,1
418,117,no,0,no,9.8,2,2.65,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,0,0
419,128,yes,34,no,16.0,6,4.32,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,1,0
420,115,no,0,no,7.5,6,2.03,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,2,0
422,51,no,0,no,15.3,1,4.13,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,1,0
423,100,no,0,no,12.5,3,3.38,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,0,0
425,112,yes,16,no,11.3,3,3.05,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,1,0
426,129,no,0,yes,10.9,4,2.94,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,1,0
427,163,no,0,no,12.5,7,3.38,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,1,0
428,67,yes,40,no,9.6,9,2.59,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,1,0
429,140,no,0,no,11.2,5,3.02,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,3,0
431,46,no,0,no,13.3,2,3.59,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,2,1
432,148,no,0,no,11.4,4,3.08,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,1,0
433,112,no,0,no,12.8,2,3.46,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,1,0
434,78,no,0,no,11.8,5,3.19,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,2,0
435,61,yes,31,no,8.6,3,2.32,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,0,0
436,58,yes,29,no,11.2,3,3.02,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,1,0
437,155,no,0,no,8.0,3,2.16,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,1,0
438,100,no,0,no,8.3,4,2.24,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,0,1
439,113,no,0,no,13.5,3,3.65,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,1,0
440,81,no,0,no,6.3,2,1.7,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,2,0
441,135,yes,27,no,12.3,6,3.32,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,1,0
442,99,no,0,no,12.4,4,3.35,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,0,0
443,59,yes,29,no,6.8,3,1.84,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,1,0
444,135,no,0,no,12.6,5,3.4,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,1,0
446,70,no,0,no,11.1,6,3.0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,0,0
447,88,no,0,no,9.6,4,2.59,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,3,0
448,55,no,0,no,6.9,5,1.86,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,2,0
449,75,no,0,no,12.2,3,3.29,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,1,0
450,79,yes,21,no,6.3,3,1.7,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,4,0
451,85,no,0,no,12.5,5,3.38,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,0,0
452,86,yes,23,no,9.8,2,2.65,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,0,0
453,91,no,0,no,8.3,3,2.24,149.0,115,25.33,245.3,105,20.85,260.0,94,11.7,0,0
454,149,yes,20,no,14.3,9,3.86,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,1,0
455,97,no,0,no,11.1,1,3.0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,1,1
456,88,no,0,no,14.8,2,4.0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,1,1
457,60,no,0,no,9.3,2,2.51,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,2,0
458,54,no,0,no,9.7,7,2.62,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,2,0
459,11,yes,28,no,6.0,3,1.62,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,3,0
460,109,no,0,no,11.0,3,2.97,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,0,0
461,90,no,0,no,9.6,5,2.59,261.8,128,44.51,200.58032556270126,104,18.75,136.6,91,6.15,1,0
462,115,no,0,no,9.6,9,2.59,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,3,0
463,144,yes,18,no,10.1,5,2.73,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,1,0
464,91,no,0,no,5.9,2,1.59,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,0,0
465,105,yes,23,no,8.5,5,2.3,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,0,0
466,71,no,0,yes,13.6,3,3.67,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,3,1
467,132,yes,36,no,10.5,5,2.84,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,3,1
468,112,no,0,no,11.6,4,3.13,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,1,0
470,41,yes,34,no,17.2,9,4.64,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,2,0
471,44,no,0,no,10.6,2,2.86,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,1,0
472,78,no,0,no,9.5,6,2.57,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,3,0
473,149,no,0,no,6.3,3,1.7,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,1,0
474,72,yes,33,no,6.2,4,1.67,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,4,1
477,50,no,0,no,11.7,5,3.16,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,1,0
478,141,yes,23,no,7.6,2,2.05,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,3,0
479,140,no,0,no,8.1,2,2.19,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,1,0
480,99,no,0,no,11.2,4,3.02,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,2,0
481,166,no,0,no,11.6,6,3.13,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,1,0
482,124,no,0,no,5.3,3,1.43,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,1,0
483,74,no,0,no,8.1,4,2.19,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,0,0
485,85,no,0,no,11.0,2,2.97,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,3,0
486,36,yes,16,no,6.7,2,1.81,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,0,0
487,102,no,0,yes,12.8,3,3.46,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,0,0
488,76,no,0,no,10.5,2,2.84,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,0,0
490,130,no,0,no,12.3,4,3.32,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,1,0
491,78,no,0,no,12.8,7,3.46,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,0,0
492,55,no,0,yes,14.3,6,3.86,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,1,1
493,92,no,0,yes,9.4,2,2.54,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,2,1
495,18,no,0,no,8.2,4,2.21,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,1,0
496,161,no,0,yes,11.1,9,3.0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,2,0
497,93,yes,36,no,8.0,4,2.16,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,2,0
498,144,no,0,no,11.9,3,3.21,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,2,0
499,75,no,0,yes,9.7,4,2.62,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,4,1
500,95,no,0,no,7.5,2,2.03,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,1,0
501,126,yes,23,no,12.6,7,3.4,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,3,0
502,124,yes,28,no,7.5,5,2.03,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,1,0
503,93,no,0,yes,17.5,5,4.73,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,1,1
504,109,yes,26,yes,9.3,3,2.51,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,0,0
506,41,no,0,no,11.1,5,3.0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,1,0
507,136,yes,31,no,11.4,5,3.08,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,2,0
508,92,no,0,no,5.6,2,1.51,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,3,1
509,143,yes,24,no,11.6,5,3.13,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,1,0
510,118,yes,26,no,9.6,5,2.59,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,5,1
511,193,yes,17,no,12.3,3,3.32,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,1,0
512,73,no,0,no,14.8,8,4.0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,3,0
513,62,no,0,no,9.1,8,2.46,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,2,0
514,30,yes,30,no,6.6,3,1.78,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,0,0
515,60,yes,29,yes,14.0,12,3.78,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,0,1
517,96,no,0,no,7.6,1,2.05,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,2,0
518,52,no,0,no,9.4,4,2.54,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,2,0
519,87,no,0,no,12.9,3,3.48,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,1,0
520,41,no,0,no,9.0,3,2.43,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,3,0
521,112,no,0,no,11.6,2,3.13,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,1,0
522,88,no,0,no,8.2,3,2.21,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,4,1
523,122,yes,27,no,9.2,5,2.48,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,7,0
524,61,no,0,no,9.8,6,2.65,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,2,0
525,87,no,0,no,13.0,6,3.51,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,1,0
526,176,no,0,no,10.5,8,2.84,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,2,0
527,30,no,0,no,12.5,3,3.38,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,0,0
528,95,yes,22,no,11.9,7,3.21,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,0,0
529,46,no,0,no,8.6,4,2.32,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,2,0
531,47,yes,37,no,7.8,4,2.11,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,2,0
532,77,no,0,no,6.7,3,1.81,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,2,0
533,98,yes,38,no,10.7,5,2.89,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,2,0
535,67,no,0,no,9.2,10,2.48,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,4,0
537,128,yes,40,no,14.0,6,3.78,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,1,0
538,190,yes,22,no,8.5,3,2.3,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,0,0
539,165,no,0,no,12.4,8,3.35,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,0,0
540,59,no,0,no,9.9,3,2.67,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,2,0
541,47,yes,28,no,7.8,2,2.11,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,1,0
542,150,yes,29,no,6.6,1,1.78,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,0,0
543,152,yes,20,yes,14.2,3,3.83,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,9,1
544,26,no,0,no,3.5,6,0.95,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3,0
545,79,yes,31,no,12.2,8,3.29,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,3,0
546,95,yes,27,no,11.9,3,3.21,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,1,0
547,69,no,0,yes,8.4,10,2.27,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,2,1
548,95,yes,41,yes,10.3,9,2.78,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,5,1
549,31,yes,31,no,5.9,3,1.59,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,0,0
550,121,yes,31,no,10.1,5,2.73,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,4,0
551,111,no,0,no,7.9,3,2.13,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,4,1
552,157,no,0,no,11.5,2,3.11,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,2,0
553,44,no,0,no,10.2,4,2.75,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,3,1
554,61,no,0,yes,10.1,6,2.73,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,2,0
555,65,no,0,no,12.7,6,3.43,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,2,0
556,74,yes,25,no,13.1,2,3.54,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,2,0
557,123,no,0,no,12.0,4,3.24,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,0,0
